"ID","Label","Ort1","Ort2","Geschlecht","Geburt","Tod"
1303,"Hohenzollern, Erdmann August (1615–1651), Erbprinz von Kulmbach","Bayreuth","Hof an der Regnitz, ▭ Bayreuth:Stadtkirche","m",1615,1651
1304,"Hohenzollern, Albrecht (1620–1667), Landesherr von Ansbach","Ansbach","Ansbach","m",1620,1667
1305,"Hohenzollern, Johann Friedrich (1654–1686), Landesherr von Ansbach","Ansbach","Ansbach","m",1654,1686
1306,"Hohenzollern, Christian Ernst (1644–1712), Landesherr von Kulmbach","Bayreuth","Erlangen, ▭ Bayreuth:Stadtkirche","m",1644,1712
1307,"Hohenzollern, Christian Wilhelm (1587–1665), Administrator von Magdeburg","Wolmirstedt","Zinna an der Nuthe, ▭ Ziesar","m",1587,1665
1308,"Hohenzollern, Johann (1406–1464), Landesherr von Kulmbach","Cadolzburg","Scharfeneck im Regnitzgrund, ▭ Heilsbronn im Rangau","m",1406,1464
1309,"Hohenzollern, Friedrich (1460–1536), Landesherr von Ansbach","Ansbach","Ansbach, ▭ Heilsbronn im Rangau","m",1460,1536
1310,"Hohenzollern, Kasimir (1481–1527), Landesherr von Kulmbach","Ansbach","Ofen, ▭ Heilsbronn im Rangau","m",1481,1527
1311,"Hohenzollern, Georg (1484–1543), Landesherr von Ansbach","Ansbach","Ansbach, ▭ Heilsbronn im Rangau","m",1484,1543
1312,"Hohenzollern, Albrecht (1522–1557), Landesherr von Kulmbach","Ansbach","Pforzheim","m",1522,1557
1313,"Hohenzollern, Georg Friedrich (1539–1603), Landesherr von Ansbach","Ansbach","Ansbach, ▭ Heilsbronn im Rangau","m",1539,1603
1314,"Hohenzollern, Sophia (1614–1646)","Ansbach","Bayreuth:Stadtkirche","w",1614,1646
1315,"Hohenzollern, Johann (1369–1420), Landesherr von Kulmbach","Cadolzburg","Kulmbach, ▭ Heilsbronn im Rangau","m",1369,1420
1316,"Hohenzollern, Georg Friedrich (1678–1703), Landesherr von Ansbach","Ansbach","Schmidmühlen an der Vils, ▭ Ansbach","m",1678,1703
1317,"Hohenzollern, Wilhelm Friedrich (1686–1723), Landesherr von Ansbach","Ansbach","Reichenbach an der Schwabach, ▭ Ansbach","m",1686,1723
1318,"Habsburg, Leopold (1586–1632), Landesherr von Tirol","Graz","Schwaz in Tirol, ▭ Innsbruck:Jesuitenkirche","m",1586,1632
1319,"Traun, Siegmund Adam (1573–1637), Kämmerer","Maissau","Wien:Minoritenkirche","m",1573,1637
1320,"Traun, Ernst (1608–1668), Geheimer Rat","Maissau","Bologna, ▭ Wien","m",1608,1668
1321,"Traun, Ferdinand Ernst (1647–1685), Kämmerer","","","m",1647,1685
1322,"Traun, Margarita (1649–1706)","","Wien","w",1649,1706
1323,"Eggenberg, Sidonia (1600–1650)","Wien","Graz","w",1600,1650
1324,"Puchheim, Adolf (1600–1639), Kämmerer","Krumbach in der Buckligen Welt","Prag, ▭ Wien:Minoritenkirche","m",1600,1639
1325,"Egg von Hungersbach, Heinrich (1425–1509)","","Hungersbach in der Krain","m",1425,1509
1326,"Egg von Hungersbach, Georg (1462–1531), Landeshauptmann von Görz","Hungersbach in der Krain","","m",1462,1531
1327,"Egg von Hungersbach, Mang (1493–1577), Reichshofrat","Hungersbach in der Krain","Wien","m",1493,1577
1328,"Egg von Hungersbach, Ernst (1557–1607), Hofkammerrat","","Wien","m",1557,1607
1329,"Egg von Hungersbach, Christian (1645–1706), Geheimer Rat","","Hamburg","m",1645,1706
1330,"Egg von Hungersbach, Markward (1570–1618), Obersthofmeister","","Karlstadt in Kroatien","m",1570,1618
1331,"Egg von Hungersbach, Hannibal (1530–1601)","Hungersbach in der Krain","Prag","m",1530,1601
1332,"Egg von Hungersbach, Christian (1599–1675)","","Wöhrd an der Pegnitz","m",1599,1675
1333,"Egg von Hungersbach, Georg Siegmund (1586–1646), Kämmerer","","Ratzenegg in Kärnten","m",1586,1646
1334,"Egg von Hungersbach, Georg Hannibal (1627–1702)","Klagenfurt am Wörthersee","Regensburg, ▭ Wöhrd an der Pegnitz","m",1627,1702
1335,"Egg von Hungersbach, Franziska (1681–1739)","","Wien","w",1681,1739
1336,"Isenburg, Salentin (1532–1610), Erzbischof von Köln","Isenburg im Westerwald","Arenfels am Rhein, ▭ Rommersdorf:Prämonstratenserkloster, ▭ Bieber im Westerwald:Pfarrkirche","m",1532,1610
1337,"Isenburg, Ernst (1584–1664), Kämmerer","Grenzau im Westerwald","Brüssel:Kathedrale","m",1584,1664
1338,"Isenburg, Salentin (1580–1619)","","Prag","m",1580,1619
1339,"Stadl, Erasam (1510–1578)","Stadl an der Raab","Riegersburg in der Steiermark:Martinskirche","m",1510,1578
1340,"Herberstein, Johann (1472–1535), Edelknabe","Wippach in der Krain","","m",1472,1535
1341,"Herberstein, Kaspar (1515–1572), Obersthofmeister","Neuberg am Ringkogel","Graz","m",1515,1572
1342,"Herberstein, Johann Siegmund (1555–1611), Hofkriegsrat","Neuberg am Ringkogel","","m",1555,1611
1343,"Manlich, Simon (1470–1517)","","Augsburg","m",1470,1517
1344,"Manlich, Melchior (1513–1576)","Augsburg","Freudenberg in der Oberpfalz","m",1513,1576
1345,"Manlich, Matthias (1499–1559)","Augsburg","","m",1499,1559
1346,"Manlich, Magdalena (1503–1563)","Augsburg","","w",1503,1563
1347,"Manlich, Simon (1508–1547)","Augsburg","","m",1508,1547
1348,"Herberstein, Johann Kaspar (1585–1628), Mundschenk","Neuberg am Ringkogel","","m",1585,1628
1349,"Drugeth von Homonna, Georg (1583–1620)","Homenau","Tyrnau","m",1583,1620
1350,"Goëss, Damian (1502–1574)","Alenquer","Alcobaça","m",1502,1574
1351,"Goëss, Peter (1667–1716), Landeshauptmann von Kärnten","","Klagenfurt am Wörthersee","m",1667,1716
1352,"Zinzendorf, Christoph (1460–1535), Oberstjägermeister","","","m",1460,1535
1353,"Zinzendorf, Stephan (1490–1548)","","","m",1490,1548
1354,"Zinzendorf, Johann Adam (1520–1562)","","","m",1520,1562
1355,"Zinzendorf, Johann Christoph (1550–1591)","","","m",1550,1591
1356,"Zinzendorf, Johann (1507–1552)","","","m",1507,1552
1357,"Zinzendorf, Johann Friedrich (1546–1600)","","Gresten","m",1546,1600
1358,"Zinzendorf, Alexander (1541–1577)","","Gresten","m",1541,1577
1359,"Czernczitzky von Katzowa, Johann (1520–1561)","Neustadt an der Mettau","","m",1520,1561
1360,"Czernczitzky von Katzowa, Johann Burkhard (1550–1585), Truchsess","Neustadt an der Mettau","Chropyně","m",1550,1585
1361,"Zahradek, Wenzel (1595–1647), Kämmerer","Rottowitz","Pilsen","m",1595,1647
1362,"Schönfeld, Niklas (1588–1663), Hofkriegsrat","","Prag","m",1588,1663
1363,"Schönfeld, Rudolf (1627–1684)","","Setsch im Eisengebirge","m",1627,1684
1364,"Schönfeld, Polyxena (1638–1694)","","Prag","w",1638,1694
1365,"Schönfeld, Joseph Franz (1668–1737)","Prag","Zaječice","m",1668,1737
1366,"Schlick, Hieronym (1494–1551)","Schlackenwerth","","m",1494,1551
1367,"Schlick, Joachim (1520–1572)","Schlackenwerth","","m",1520,1572
1368,"Schlick, Ludwig (1545–1575)","Schlackenwerth","","m",1545,1575
1369,"Schlick, Joachim Andreas (1569–1621), Edelknabe","Schlackenwerth","Prag","m",1569,1621
1370,"Zierotin, Angela (1625–1695)","","","w",1625,1695
1371,"Michna von Waizenhofen, Wenzel (1609–1667)","Prag","Prag","m",1609,1667
1372,"Michna von Waizenhofen, Polyxena (1614–1650)","Prag","","w",1614,1650
1373,"Tschirnhaus, Friedrich (1575–1614), Kämmerer","Mittelwalde in Schlesien","Schönfeld an der Neiße","m",1575,1614
1374,"Boskowitz von Schwarzenberg, Johann (1543–1597), Truchsess","Schwarzenberg in Mähren","Brünn in Mähren","m",1543,1597
1375,"Boskowitz von Schwarzenberg, Anna (1576–1625)","Wien","Blumenau in Mähren, ▭ Wranau in Mähren:Paulanerkloster","w",1576,1625
1376,"Boskowitz von Schwarzenberg, Katharina (1579–1637)","Wien","Bučovice, ▭ Wranau in Mähren:Paulanerkloster","w",1579,1637
1377,"Podiebrad, Georg (1420–1471), König von Böhmen","Podiebrad","Prag","m",1420,1471
1378,"Podiebrad, Heinrich (1448–1498), Landeshauptmann von Böhmen","Podiebrad","Glatz","m",1448,1498
1379,"Podiebrad, Karl (1476–1536), Landeshauptmann von Böhmen","Glatz","Frankenstein in Schlesien","m",1476,1536
1380,"Podiebrad, Heinrich (1507–1548), Landesherr von Bernstadt","","Bernstadt an der Weide","m",1507,1548
1381,"Podiebrad, Karl (1545–1617), Oberlandeshauptmann von Schlesien","Oels","Oels","m",1545,1617
1382,"Hase von Hasenburg, Margarita (1557–1603)","Raudnitz an der Elbe","","w",1557,1603
1383,"Lobkowicz, Niklas (1390–1441)","","Preßnitz im Erzgebirge","m",1390,1441
1384,"Lobkowicz, Niklas (1420–1462)","","Hassenstein","m",1420,1462
1385,"Lobkowicz, Johann (1450–1517)","Hassenstein","Kaaden an der Eger","m",1450,1517
1386,"Lobkowicz, Niklas (1455–1500)","Hassenstein","","m",1455,1500
1387,"Lobkowicz, Bosel (1462–1510)","Hassenstein","Hassenstein, ▭ Preßnitz im Erzgebirge","m",1462,1510
1388,"Lobkowicz, Wenzel (1490–1520)","Hassenstein","","m",1490,1520
1389,"Lobkowicz, Bosel Felix (1517–1583)","Hassenstein","Ličkov, ▭ Chomutov","m",1517,1583
1390,"Lobkowicz, Bosel Joachim (1546–1605), Vorschneider","Hassenstein","Prag","m",1546,1605
1391,"Trczka von Leipa, Johann (1495–1540)","","","m",1495,1540
1392,"Trczka von Leipa, Johanna (1540–1597)","","","w",1540,1597
1393,"Habsburg, Ferdinand Karl (1628–1662), Landesherr von Tirol","Innsbruck","Kaltern an der Weinstraße, ▭ Innsbruck:Jesuitenkirche","m",1628,1662
1394,"Renesse, Renat (1584–1637), Kämmerer","Warfusée","Lüttich","m",1584,1637
1395,"Perrenot de Granvelle, Thomas (1521–1571)","Ornans","Antwerpen","m",1521,1571
1396,"Perrenot de Granvelle, Franz (1550–1606)","","Prag","m",1550,1606
1397,"Perrenot de Granvelle, Petronella (1560–1599)","","","w",1560,1599
1398,"Oyselay, Peter Anton (1540–1602)","","","m",1540,1602
1399,"Oyselay, Franz Thomas (1589–1629), Kämmerer","","Besançon","m",1589,1629
1400,"Oyselay, Eugen Leopold (1612–1637), Kämmerer","","Besançon","m",1612,1637
1401,"Habsburg, Karolina (1591–1662)","Prag","Mechelen","w",1591,1662
1402,"Perrenot de Granvelle, Niklas (1484–1550)","Ornans","Augsburg","m",1484,1550
1403,"Perrenot de Granvelle, Anton (1517–1586), Erzbischof von Bisanz","Ornans","Vallecas, ▭ Besançon","m",1517,1586
1404,"Barbice de Fernelmont, Johann Anton (1555–1620), Reichshofrat","Utrecht","Köln am Rhein","m",1555,1620
1405,"Barbice de Fernelmont, Johann Franz (1598–1667), Landeshauptmann von Glogau","Fernelmont","Glogau in Niederschlesien","m",1598,1667
1406,"Habsburg, Karl (1603–1628), Kämmerer","Prag","Wien","m",1603,1628
1407,"Habsburg, Julius (1586–1609)","Prag","Krumau in Böhmen:Minoritenkloster","m",1586,1609
1408,"Erdődy, Niklas (1625–1693), Ban von Kroatien","Eberau im Burgenland","Zlaté Moravce, ▭ Agram:Kathedrale","m",1625,1693
1409,"Laminger von Albenreuth, Wolfgang Wilhelm (1590–1635), Kämmerer","","Heiligenkreuz am Engelbach","m",1590,1635
1410,"Laminger von Albenreuth, Wolfgang Maximilian (1634–1696), Kämmerer","Heiligenkreuz am Engelbach","Trhanov","m",1634,1696
1411,"Kinsky, Ulrich (1583–1620), Kämmerer","Eger in Böhmen","","m",1583,1620
1412,"Habsburg, Matthias (1594–1626), Kämmerer","Prag","Wien","m",1594,1626
1413,"Askanien, Bernhard (1140–1212)","","Bernburg an der Saale","m",1140,1212
1414,"Askanien, Heinrich (1175–1252)","","","m",1175,1252
1415,"Askanien, Siegfried (1220–1298)","","","m",1220,1298
1416,"Askanien, Albrecht (1265–1316)","","","m",1265,1316
1417,"Askanien, Albrecht (1306–1362)","","","m",1306,1362
1418,"Askanien, Siegmund (1368–1405)","","","m",1368,1405
1419,"Askanien, Georg (1405–1474)","","Dessau","m",1405,1474
1420,"Askanien, Ernst (1450–1516)","","","m",1450,1516
1421,"Bronckhorst, Johann Jakob (1582–1630)","Anholt in Westfalen","Freiburg im Breisgau","m",1582,1630
1422,"Sternberg, Albrecht (1470–1530)","Beneschau","","m",1470,1530
1423,"Volkra, Ferdinand (1555–1604), Truchsess","","Steinabrunn","m",1555,1604
1424,"Jung, Johann (1425–1505)","Zürich","Augsburg","m",1425,1505
1425,"Jung, Ulrich (1478–1539)","Ulm an der Donau","Augsburg","m",1478,1539
1426,"Jung, Ambros (1471–1548)","Ulm an der Donau","Augsburg","m",1471,1548
1427,"Jung, Timotheus (1523–1580), Reichshofrat","Augsburg","Wien","m",1523,1580
1428,"Podiebrad, Sidonia (1449–1510)","Podiebrad","Tharandt, ▭ Meißen:Dom","w",1449,1510
1429,"Alessandrini, Julius (1506–1590), Hofarzt","Trento","Civezzano, ▭ Trento","m",1506,1590
1430,"Griesstätter von Haselbach, Urban (1460–1514)","Haselbach am Tannberg","Biburg an der Bina","m",1460,1514
1431,"Griesstätter von Haselbach, Wolfgang (1490–1567), Propst von Berchtesgaden","Haselbach am Tannberg","Berchtesgaden:Franziskanerkirche","m",1490,1567
1432,"Griesstätter von Haselbach, Johann (1500–1551)","Haselbach am Tannberg","","m",1500,1551
1433,"Griesstätter von Haselbach, Wolfgang (1530–1577), Reichshofrat","Haselbach am Tannberg","","m",1530,1577
1434,"Meggau, Ferdinand Helfried (1581–1620), Kämmerer","Kreuzen im Mühlviertel","Prag","m",1581,1620
1435,"Sprinzenstein, Johann Albrecht (1543–1598), Geheimer Rat","Neuhaus im Mühlviertel","Regelsbrunn","m",1543,1598
1436,"Sprinzenstein, Johann Ernst (1574–1639), Kämmerer","Neuhaus im Mühlviertel","Gotthardswalde, ▭ Liegnitz:Johanneskirche","m",1574,1639
1437,"Puchheim, Pilgram (1330–1396), Erzbischof von Salzburg","Puchheim im Hausruckviertel","Salzburg","m",1330,1396
1438,"Stralendorff, Wolfgang Leopold (1590–1638), Kämmerer","Heiligenstadt im Eichsfeld","","m",1590,1638
1439,"Neustetter genannt Stürmer, Sebastian (1500–1562)","Neustädtlein am Forst","","m",1500,1562
1440,"Neustetter genannt Stürmer, Sebastian (1540–1593)","Schönfeld im Lochautal","","m",1540,1593
1441,"Neustetter genannt Stürmer, Johann Christoph (1570–1638)","Haßfurt","Bamberg","m",1570,1638
1442,"Neustetter genannt Stürmer, Erasam (1523–1594)","Schönfeld im Lochautal","Würzburg","m",1523,1594
1443,"Truchsess von Waldburg, Eberhard (1420–1479)","","","m",1420,1479
1444,"Truchsess von Waldburg, Johann (1460–1510)","","Wolfegg in Schwaben","m",1460,1510
1445,"Leipa, Heinrich (1400–1469)","","","m",1400,1469
1446,"Leipa, Berthold (1430–1482)","","","m",1430,1482
1447,"Leipa, Heinrich (1460–1515)","","","m",1460,1515
1448,"Leipa, Vinzenz (1530–1579), Mundschenk","Kromau in Mähren","","m",1530,1579
1449,"Hohenzollern, Dorothea (1430–1495), Königin von Dänemark","Trebitz an der Elbe","Kalundborg, ▭ Roskilde","w",1430,1495
1450,"Schwarzbeck, Johann (1520–1576)","Krems an der Donau","Krems an der Donau","m",1520,1576
1451,"Schwarzbeck, Leopold (1560–1612), Hofdiener","Krems an der Donau","Senftenberg im Kremstal","m",1560,1612
1452,"Truchsess von Waldburg, Andreas (1450–1511)","","Herbertingen","m",1450,1511
1453,"Puchheim, Niklas (1535–1591), Hofdiener","Krumbach in der Buckligen Welt","Raabs an der Thaya","m",1535,1591
1454,"Puchheim, Georg Erich (1565–1612), Hofkriegsrat","Krumbach in der Buckligen Welt","","m",1565,1612
1455,"Haugwitz, Alexander (1585–1649), Kämmerer","Piszkowice","","m",1585,1649
1456,"Hohenzollern, Anna (1487–1514), Königin von Dänemark","Kölln an der Spree","Kiel, ▭ Bordesholm","w",1487,1514
1457,"Hohenzollern, Ursula (1450–1508)","Ansbach","Breslau","w",1450,1508
1458,"Habsburg, Maria (1531–1581), Herzogin von Jülich","Prag","Hambach in der Eifel, ▭ Kleve am Niederrhein","w",1531,1581
1459,"Sinzendorf, Joachim (1544–1594), Reichshofrat","Feyregg","Wien, ▭ Horn im Waldviertel","m",1544,1594
1460,"Sinzendorf, August (1590–1637), Kämmerer","Feyregg","Pöggstall im Waldviertel","m",1590,1637
1461,"Sinzendorf, Christian Ludwig (1669–1687)","Wien","Siklós","m",1669,1687
1462,"Sinzendorf, Philipp Ludwig (1671–1742), Kämmerer","Wien","Wien","m",1671,1742
1463,"Sinzendorf, Reinprecht (1470–1521)","Sinzendorf im Traunviertel","","m",1470,1521
1464,"Sinzendorf, Pilgram (1518–1579)","Fridau an der Pielach","","m",1518,1579
1465,"Sinzendorf, Pilgram (1576–1632), Kämmerer","Fridau an der Pielach","Pöggstall im Waldviertel","m",1576,1632
1466,"Sinzendorf, Lorenz (1460–1515)","Sinzendorf im Traunviertel","Achleiten an der Krems","m",1460,1515
1467,"Sinzendorf, Leonhard (1500–1548)","Feyregg","","m",1500,1548
1468,"Sinzendorf, Johann (1534–1594), Hofkammerrat","Feyregg","Vöslau","m",1534,1594
1469,"Sinzendorf, Karl Ludwig (1652–1722), Reichshofratsvizepräsident","Wien","Wien","m",1652,1722
1470,"Sinzendorf, Ludwig Otto (1680–1711), Kämmerer","","","m",1680,1711
1471,"Sinzendorf, Siegmund (1670–1747), Oberstkämmerer","","Wien","m",1670,1747
1472,"Sinzendorf, Theoderich (1658–1706), Kämmerer","","","m",1658,1706
1473,"Sinzendorf, August (1644–1676), Kämmerer","","","m",1644,1676
1474,"Sinzendorf, Johann Weikhard (1656–1715), Kämmerer","","","m",1656,1715
1475,"Sinzendorf, Adolf (1659–1700), Kämmerer","","Istanbul","m",1659,1700
1476,"Trczka von Leipa, Burian (1525–1591), Landesunterkämmerer von Böhmen","","Swietla an der Sasau","m",1525,1591
1477,"Trczka von Leipa, Wilhelm (1600–1634), Kämmerer","","","m",1600,1634
1478,"Kolowrat, Harald (1570–1630), Kämmerer","Altsattler Bürgel","Kuttenberg","m",1570,1630
1479,"Leskowetz, Bosel (1553–1603), Panetier","","","m",1553,1603
1480,"Schlick, Kaspar (1505–1575)","","","m",1505,1575
1481,"Berka von der Duba, Johann (1525–1582)","","","m",1525,1582
1482,"Berka von der Duba, Alexander (1553–1599), Truchsess","","","m",1553,1599
1483,"Berka von der Duba, Johann (1557–1578), Truchsess","","Lípa in Böhmen","m",1557,1578
1484,"Berka von der Duba, Burian (1590–1626), Kämmerer","","","m",1590,1626
1485,"Zinzendorf, Otto Heinrich (1605–1655), Kämmerer","Karlsbach im Mühlkreis","Wien, ▭ Ferschnitz:Pfarrkirche","m",1605,1655
1486,"Podiebrad, Hedwig (1508–1531)","Oels","Liegnitz","w",1508,1531
1487,"Dohna, Abraham (1530–1587)","Kraschen","","m",1530,1587
1488,"Dohna, Abraham (1561–1613), Geheimer Rat","Kraschen","Breslau","m",1561,1613
1489,"Dohna, Heinrich (1559–1618)","Kraschen","","m",1559,1618
1490,"Herberstein, Johann Ferdinand (1640–1675)","Herberstein an der Feistritz","","m",1640,1675
1491,"Herberstein, Otto Heinrich (1595–1634), Kämmerer","","","m",1595,1634
1492,"Herberstein, Karl Siegmund (1650–1687)","","","m",1650,1687
1493,"Herberstein, Ferdinand Ernst (1670–1720), Kämmerer","","Prag","m",1670,1720
1494,"Askanien, Albrecht (1180–1261)","","Lehnin in der Zauche:Klosterkirche","m",1180,1261
1495,"Askanien, Johann (1230–1285)","","Wittenberg in Sachsen:Franziskanerkirche","m",1230,1285
1496,"Askanien, Erich (1316–1368)","","","m",1316,1368
1497,"Askanien, Erich (1354–1411)","","","m",1354,1411
1498,"Askanien, Bernhard (1380–1463)","","","m",1380,1463
1499,"Askanien, Johann (1439–1507)","","","m",1439,1507
1500,"Askanien, Mang (1470–1543)","","","m",1470,1543
1501,"Askanien, Franz (1510–1581)","","","m",1510,1581
1502,"Leyen von Argenschwang, Johann Meinhard (1570–1640)","Argenschwang","","m",1570,1640
1503,"Puchheim, Pilgram (1338–1380)","Puchheim im Hausruckviertel","","m",1338,1380
1504,"Puchheim, Johann (1375–1438)","Göllersdorf","","m",1375,1438
1505,"Puchheim, Johann (1410–1446)","Göllersdorf","","m",1410,1446
1506,"Puchheim, Neidhard (1440–1495)","Göllersdorf","","m",1440,1495
1507,"Puchheim, Johann (1480–1522)","Göllersdorf","Neustadt im Steinfeld","m",1480,1522
1508,"Puchheim, Michael Ludwig (1515–1580)","Göllersdorf","","m",1515,1580
1509,"Puchheim, Johann Christoph (1550–1598)","Göllersdorf","","m",1550,1598
1510,"Slavata, Michael (1574–1636), Kämmerer","Čestín","","m",1574,1636
